review,star,pos_neg
듣지말고 그냥 다른 학과 거 들으세요. 괜히 후회하지 마시고 그냥 물어보지 말고 다른 교수님 수업 들으세요. 그냥 전부다 별롭니다.,1,neg
"잘 가르쳐 주시지만 과제, 시험 채점 기준이 매우 깐깐하다. 피할 수 있으면 피하길 추천하는 교수님..",2,neg
족보 영향이 조금 큼. 문제 자체는 어렵지 않지만 개념이해를 잘 하고 있어야함. 강의만 꼼꼼히 들으면 됨,4,pos
팀플 누구랑 하느냐에 따라 수업이 갈림.교수님 많이 찾아가는게 점수 잘받는 길,3,mid
그냥 그렇다…. 정말 그냥 그렇다아직까지 잘 모르겠다,2,neg
"교수님이 학생들에게 관심이 많으신게 느껴져요. 무엇보다 성적도 잘 주시려고 하시는 편이시고, 모르는 내용을 질문하면 세세하게 하나씩 답변해주셔서 너무 좋아요!다만 문화콘텐츠와 성서수업이지만 성서비중에 좀 더 큰 것같아요.. 그래도 나름 새로운 이야기를 알아갔고, 교수님이 학점도 너그럽게 주시고 학생들에게 관심도 많이 가져주셔서 좋은 수업이었습니다!",5,pos
"지금까지 들어본 강의 중 당연 최고였습니다. 기초지식 없이도 충분히 이해할 수 있도록 반복해서 알려주십니다. 개념 완벽히 이해하고 수업 중 풀었던 문제, 풀어보라고 주신 연습문제들만 꼼꼼히 풀어봐도 좋은 성적 얻어가실 수 있을 것입니다.",5,pos
봉사시간 채울 수 있으면서 학점도 받아가는거면 나름 좋은 강의라고 생각함,5,pos
이 정도 꿀 교양이면 안 듣는게 손해일 정도로 편하게 한 학기 보낼 수 있음!!,5,pos
편하게 수업 듣기 좋아요! 목소리가 조금 졸리긴 하지만 수업 듣다보면 시간은 잘 가요,5,pos
시험도 그리 어렵지 않고 그냥 공부하면 됨기본적으로 경제에 관심이 없다면 어려울수도...,4,pos
왜 좋은지 모르겠다. 후기들 믿고 수강하면 안되는 이유. 너무 빡센데 빡세다고 좋은건아님.,2,neg
바록 녹강이었지만 교수님께서 항상 웃는 얼굴로 수업에 임해주셔서 영어수업이었음에도 편하게 강의를 들을 수 있었다. 과제도 금방 끝낼 수 있을 정도로 내주시고 시험도 널널하게 칠 수 있었다. 대학영어 과목에 대한 걱정이 없어질만큼 좋은 수업.,5,pos
"교수님 너무 감사합니다....일단 시험은 오픈북이었기에 크게 공부하지 않아도 돼서 너무 좋았어요. 그리고 의사소통 관련수업이다보니 어려운 내용도 없고 무엇보다 일상생활에서 큰 도움을 줄 수 있을 것같아요. 교수님도 귀여우시고, 학생들 한 명 한 명한테 관심을 주신다는게 느껴질 정도로 착하시고 따뜻하세요ㅠㅠㅠ!!그리고 무엇보다 점수도 너그럽게 잘 주시는 편입니다.교수님 감사합니다 사랑합니다.",5,pos
삼성의 별 CIO를 지내신 존경하는 황보현 교수님 만세!,5,pos
과제는 5개로 어렵지않아 쉽게 할 수 있는편이고 시험은 주신 자료를 바탕으로 출제된다. 다만 바탕화면만 켜놓고 수업한다는 점에서 아쉬움이 든다.,4,pos
아래 강의평 말대로 독학 강의 맞음 사이트 보고 읽어주시면서 알려주시긴 한데 가끔 뭐라 하시는지 안들릴때도 있고 설명 자체를 잘하시는 건 아닌 것 같음 독학할 의지가 있고 하면 편하게 듣기는 좋은 것 같음 과제는 전부 팀플이고 5개 있음. 시험 같은건 중간 전에 퀴즈 한번 중간고사 기말 전에 퀴즈 한번 기말 보는 것 같음. 시험 난이도 자체는 보통이고 개념 위주로 물어보는게 많았음 코드 짜거나 이런거 아님.,3,mid
시험 범위 자체는 넓긴 함 근데 강의 한번이라도 듣고 시험 보기 전에 읽었으면 무난하게 시험 볼 수 있을 정도로 배우는 정보 자체도 쉽고 시험 난이도도 쉬움. 전보다 꿀이 아니라는 말도 많은데 난 첨들어서 모르겠지만 나는 아직도 꿀이라고 생각함. 과제 양은 조금 많은 것 같음 5개.. 윤리 관련이나 사이버 범죄 사례 등 레포트 과제로 5개라 좀 귀찮긴 함 근데 온라인강의이니만큼 편하게 듣기는 좋은듯,5,pos
기본 개념부터 계속 반복하고 쉽게 알려주려고 하시는 것 같음 이미 일본어 알고있는 상태에서 듣고 있는데 일본어 무난하게 할 정도면 수업 안들어도 시험 그냥 봐도 될 난이도임 시험 자체는 쉽긴 함 과제도 무난하게 문법 정리나 단어정리 일본어 아는 사람한테는 꿀강인거같음,5,pos
갓실로 교수님. 학생들의 입장을 배려하는 교수님이세요 강의도 정말 잘 가르칩니다!,5,pos
수시시험이 생각보다 어렵습니다. 매번 맞춰서 치는것도 귀찮긴 하지만 필수라..,3,mid
교수님 친절하게 잘 설명해주세요과제 매주 있지만 수업 잘 들을면 충분히 할 수 있어요,5,pos
강의마다 레포트 최소한장 작성해야함. 내용은 이해하기 쉽게 가르치시는데 레포트 일주일에 1장쓰는게 무지 귀찮을거임. 이강의 들을때면 2시간씩은 요약하느라쓰는듯 진빠짐.,1,neg
최악. 오픈북아님. 이제 더이상 꿀아닌듯. 과제도 레포트 써야할양이 좀 많음,1,neg
"교수님 사랑합니다♡♡♡ 갓근희 교수님 진짜 영하시고 트렌디하시고 학생들이랑 소통하시려고 많이 노력하심 실제로 엄청 유쾌하시고 점수도 엄청 잘 주시고 그냥 짱. 비대면 중간고사 오픈북으로 캠 두 개 켜고 화면 비추면서 시험 쳤음 1시간에 6문제 서술형인데 오픈북이라서 공부 안 하고도 만점 나옴 평소 필기해뒀던 거 참조해서 내 생각과 경험 덧붙여서 풍부하게 쓰면 만점 원만하게 나오는 듯 글을 바로바로 쓰지 않으면 시간은 쪼~끔 타임어택일 수 있음! 과제도 일주일에 한 번 1쪽 분량 쓰면 되는데 부담 될 정도는 아니고, 과제 낸 주에 학생들이 쓴 과제 하나하나 읽어보시고 정리하셔서 다같이 공유해주시는데 정성에 애정 가득하심... 내용도 의사소통이라 우리 삶이랑 밀접해서 너무 재밌음 다만 피피티랑 수업 준비하실 때 인터넷 블로그를 참조하시는듯 찾아보니 수업 내용이 그냥 공개된 블로그에 버젓이 나오긴 했음 이것만 빼면 진짜 대박 너무 좋은 수업 교수님 진짜 짱",5,pos
진짜 쉽고 전혀 심화가 아니니까 꼭 들으세요 정말 꿀교양이고 영어 실력에 자신없는 분들도 무리없이 들을 수 있는 정도니까 완전 꿀교양이에요,5,pos
교수님도 너무 좋으시고 내용도 생각보다 깊게 들어가서 너무 좋아요. 저는 그리스 로마 신화를 워낙 좋아하고 관련 분야에 관심이 많아서 정말 재밌게 들었는데 안그런 분들이 듣기에는 확실히 좀 힘들 것 같다는 느낌이 들어요. 조별과제도 없고 캠도 안키는 편한 수업이기는 한데 문제를 꼼꼼하게 내셔서 쉬운 교양이라고는 못하겠네요.,4,pos
이보다 최악일 수 있을까..뒤진다 진짜어떤 식으로든 다시는 안 만나고 싶음,1,neg
이 과목 A+ 맞을 수 있는 공부습관을 가지고 있다면 넌 과탑이야^^교수님 수업 필기 꼼꼼하게 챙겨야되고 특히 교수님이 대충 시험에 낼겁니다 하는 시그널이 있는데 그 부분 잘 정리해야됨수업도 열의 있게 잘 하시고 아래 강의평 말대로 딕션도 훌륭해서 잘 들림. 근데 매주 점검문제 퀴즈형태로 보시고 그날 배운 것도 점검 문제로 풀게 하기 때문에 정신 바짝 차리고 수업 집중하고 복습도 철저히 해야함비대면으로도 힘들었는데 이제 대면으로 들을 생각하니까 눈앞이 ㅈㄴ깜깜하다 파이팅,4,pos
과제는 정답보다는 제출한거에 의의를 두시는것같음시험도 매우쉬운편 조금만 공부하면 학점 좋게 받을 수 있음,5,pos
과제는 없고 퀴즈 두 번에 중간 기말 봐요음 .. 교수님은 좋으신데 그리스로마신화 범위가 워낙 많다보니..어릴 때 읽던 만화책 딱 그 깊이까지만 공부하고 싶으시면 비추천해요 그냥 유튜브 보세요..세세하게 이름 하나하나 유래나 어원도 알아야 합니다 시험은 지엽적으로 출제되는 것 같아요그냥 편하게 듣고 싶으시면 듣지 마세요..역사를 사랑하는 분만 들으시길,2,neg
"꿀교양,, 과제도 어렵지 않고 절평이어서 그런지 성적도 엄청 잘 주시는것 같다",5,pos
너무 좋으신 교수님. 솔직히 중국어 잘하면 중입에서 아무 분반 들어도 됨. 근데 중국어 노베다? 꼭 이은주 교수님 수업 들으시길 제발..,5,pos
솔직히 이과 수학 처음이라 이해가 잘 안가고 저는 과제도 버거웠는데 어떻게든 열심히 하다보니 점수는 잘 나왔어요. 학점 잘 주시는듯ㅎ,5,pos
강의평 보고 걱정했는데 생각보다 교수님 좋으심. 논문만 좀 뒤져서 내용 이해하면 되고 생각할 거리가 별로 없어서 문글보다 훨씬 나았습니다.,4,pos
내용은 많고 팀플은 기준이 뭔지 모르겠음그래두 교수님은 뭔가 열심히 설명하려고 하셔서열심히 들으면 도움될 것 같다!,4,pos
수업 책사서 독학했는데 학점은 잘나와서 만족한 강의,5,pos
봉사를 강제로 시키지마라. 20부터 교선이라 부럽다,1,neg
"진짜 갓승희!!!!!! 그냥 아무 생각 없이 잡았는데과거의 내가 소중해지는 강의였어요..왓 이런게 대학 강의구나 느끼면서 들었고,시험은 공부만 하면 무난히 풀 수 있는 난이도였어요무엇보다 교수님 목소리, 발음 너무 좋으셔서 행복했습니다이해 진짜 잘되니까 뼛속까지 문과인 분 무조건 이 수업 잡으세요!!!!!!!",5,pos
이해하기 쉽게 설명 잘 해주시고 성적도 후하게 주심!!강의력 정말 좋으시고 교안도 보기 쉽게 정리되어 있음,5,pos
세종강제봉사-030(h)21세기 인력착취,1,neg
과제 많았지만 간단히 할 수 있는 것들 성적 잘 주시고 친절하심,5,pos
팀플 있기는 했지만 어려운 거 아니라서 괜찮았어요 학점 후한 것 같아요,5,pos
과제도 별로 없고 시험도 쉽고 학점도 잘 주심!!!,5,pos
전공 두개 합친만큼 신경써야 점수가 나오는 신기한 강의,2,neg
재수강하러갑니다.시험 대부분 문제가 주관식으로 나오는데 구절 빈칸넣기라던가 스토리보다는 세세한 내용 알아야 풀수있음,1,neg
성적 너그러이주심. 강의력은 조금부족하긴한데 설명잘해주심,3,mid
1. 수강 자체는 굉장히 편함2. 기말고사는 어려운데 패스 자체에 영향을 미치진 않는듯,4,pos
1. 교수님이 인도사 전공으로 사실상 쟁점인도사2. 과제가 소소하게 많지만 어렵거나 시간이 많이 오래 과제는 아님,5,pos
"1. 별도의 과제는 없으나 팀플 발표 있음, 발표 점수는 학생이 매기는 방식이나 학점에 영향이 크진 않은듯2. 시험 전 주쯤에 시험 범위 가르쳐 주시니 그때부터 공부해도 됨3. 코로나 학기로 시험은 오픈북 논술형이었음, 일단 쭉 나열한 다음에 자기 의견 간단하게 넣으면 됨, 다만 시간이 촉박한듯",5,pos
교수님이 강의력이 워낙 좋으세요! 확실히 얻어가는 수업이 되실 거예요!,4,pos
"돔황챠..시험 어려움, 지엽적책 4권 과제 8개, 한개당 1.5페이지강의 부담없음 짧고 간결교수님은 괜찮은 분이신거 같음",2,neg
교수님들마다 강의가 달라서 재밌고 미래 이야기를 많이 해주셔서 좋았습니다 하지만 시험 형식과 질문이 예상과 달랐습니다,4,pos
야노 교수님이 설명도 잘 해주시고 질문도 많이하셔서 집중하면 늘 것 같긴하지만... 일본어로 질문하시면 히라가나만 아는 저로써는 굉장히 당황스럽고 따라가기 힘들었습니다 물론 더 공부를 해서 따라갈 수도 있겠지만 전 조금 어려웠습니다.. 교수님 자체는 괜찮습니다!,3,mid
부족한 점을 많이 말해주시며 피드백을 많이 해주신다,2,neg
교수님 이번이 세종대에서 첫강의심. 중간고사는 공부를 많이 못해서 성적이 썩 좋진 않지만 3번정도 정독했으면 결과 좋았을듯함. 중간에 성적이 대체적으로 잘나오고 기말은 조금 어려울거라고 말씀하신것 보니 성적안나온건 공부안한 본인탓임.. 나포함ㅠ과제는 총 3갠데 주제가 절때 어려운편이 아님. 학생들 편의를 최대한 봐주시려는건 있는데 교수님 표현이 조금 무뚝뚝하신 편인듯ㅎ,5,pos
글을 쓰거나 조모임 후 발표를 할때 교수님의 의견이나 관점을 따르지 않으면 정말 피곤해짐글 쓸때 형식을 알려주시지만 글쓰기 과제 전 어떤점을 유의해야하는지 말해주지 않고 글 쓰고 발표를 하고나서야 무엇이 잘못되었는지 알려주시는 점에서 솔직히 비효율적임피드백 또한 부드럽지 않고 마치 처음부터 자기가 모든것을 알려준듯 이걸 왜 이렇게 했냐며 일일히 따지시는 편,1,neg
"수업만 듣고는 과제, 시험 절대 못보는 과목이에요 최악입니다",1,neg
정말 빡셉니다 퀴즈도 거의 매주 보고 과제도 많아요..그렇지만 얻어가는 것 또한 많습니다아 물론 학점은 아니지만요,5,pos
매주 퀴즈를 봄. 교수님 열심히하심. 딕션도 아주 좋음.근데 퀴즈나 과제나 시험에서의 문장을 해석하는 부분에서 명확하게 한가지로만 해석되지 못하는 경우가 좀 있음.논리구조가 약간 빈약하다 이말임.,4,pos
외국인교수분이라 걱정이 많았지만 한국인 교수가 한국말로 설명하는것보다 간단명쾌하고 이해가 잘됨. 어려운 어휘도 안써서 elp모의토익 패스점수 정도면 걍 들어도됨.  교수가 상당히 쿨하신분같음.,5,pos
